%# f in GHz     S1(1)1(1)              S1(1)2(1)              S1(1)3(1)              S1(1)4(1)              S2(1)1(1)              S2(1)2(1)              S2(1)3(1)              S2(1)4(1)              S3(1)1(1)              S3(1)2(1)              S3(1)3(1)              S3(1)4(1)              S4(1)1(1)              S4(1)2(1)              S4(1)3(1)              S4(1)4(1)
%#              Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im
%# Reference impedance at port 1 (mode 1):  52.4062385559082, port 2 (mode 1):  64.4482116699219, port 3 (mode 1):  65.5613021850586, port 4 (mode 1):  54.8182716369629 
0.558000       0.625486  -0.108903     0.397997  -0.583149     -0.151431  -0.162300     -0.222677  0.020457     0.396922  -0.579288     -0.049217  0.440578     0.344007  -0.235714     0.071658  -0.359202     -0.152762  -0.165157     0.343483  -0.235496     -0.128645  0.314959     0.684362  -0.433536     -0.224968  0.019577     0.070610  -0.358182     0.684203  -0.436252     0.288369  0.266668
0.559000       0.625392  -0.110460     0.396618  -0.584111     -0.151796  -0.161724     -0.222413  0.021394     0.395635  -0.580225     -0.047811  0.440527     0.343931  -0.236201     0.070832  -0.359327     -0.153204  -0.164550     0.343411  -0.235971     -0.128090  0.314992     0.683747  -0.434544     -0.224733  0.020575     0.069807  -0.358281     0.683519  -0.437263     0.288879  0.266338
0.560000       0.625295  -0.112019     0.395236  -0.585068     -0.152161  -0.161150     -0.222148  0.022329     0.394346  -0.581159     -0.046404  0.440472     0.343855  -0.236689     0.070005  -0.359450     -0.153645  -0.163943     0.343339  -0.236447     -0.127534  0.315025     0.683132  -0.435551     -0.224494  0.021573     0.069004  -0.358378     0.682834  -0.438270     0.289389  0.266008
0.561000       0.625194  -0.113579     0.393850  -0.586020     -0.152526  -0.160577     -0.221881  0.023262     0.393054  -0.582090     -0.044997  0.440413     0.343778  -0.237179     0.069177  -0.359572     -0.154084  -0.163335     0.343266  -0.236924     -0.126977  0.315059     0.682516  -0.436557     -0.224253  0.022570     0.068200  -0.358475     0.682148  -0.439274     0.289902  0.265678
0.562000       0.625090  -0.115138     0.392460  -0.586968     -0.152889  -0.160004     -0.221613  0.024193     0.391759  -0.583020     -0.043587  0.440351     0.343700  -0.237670     0.068348  -0.359693     -0.154522  -0.162725     0.343193  -0.237403     -0.126420  0.315092     0.681900  -0.437562     -0.224009  0.023565     0.067396  -0.358570     0.681462  -0.440276     0.290415  0.265347
0.563000       0.624981  -0.116699     0.391067  -0.587911     -0.153253  -0.159433     -0.221344  0.025123     0.390460  -0.583947     -0.042178  0.440284     0.343621  -0.238163     0.067519  -0.359812     -0.154959  -0.162114     0.343119  -0.237883     -0.125863  0.315125     0.681282  -0.438565     -0.223761  0.024560     0.066592  -0.358665     0.680775  -0.441274     0.290928  0.265016
0.564000       0.624870  -0.118260     0.389671  -0.588849     -0.153616  -0.158861     -0.221073  0.026052     0.389159  -0.584872     -0.040768  0.440213     0.343542  -0.238656     0.066688  -0.359930     -0.155394  -0.161502     0.343045  -0.238365     -0.125305  0.315158     0.680665  -0.439568     -0.223510  0.025554     0.065787  -0.358759     0.680087  -0.442269     0.291444  0.264684
0.565000       0.624754  -0.119822     0.388271  -0.589783     -0.153978  -0.158291     -0.220801  0.026978     0.387854  -0.585794     -0.039356  0.440139     0.343462  -0.239152     0.065856  -0.360046     -0.155828  -0.160889     0.342970  -0.238848     -0.124747  0.315191     0.680046  -0.440569     -0.223257  0.026547     0.064982  -0.358852     0.679398  -0.443262     0.291960  0.264352
0.566000       0.624635  -0.121385     0.386867  -0.590712     -0.154341  -0.157722     -0.220528  0.027903     0.386546  -0.586714     -0.037945  0.440061     0.343381  -0.239648     0.065023  -0.360160     -0.156261  -0.160275     0.342895  -0.239333     -0.124188  0.315224     0.679426  -0.441569     -0.223000  0.027539     0.064177  -0.358944     0.678709  -0.444251     0.292476  0.264020
0.567000       0.624511  -0.122948     0.385461  -0.591636     -0.154702  -0.157153     -0.220253  0.028827     0.385235  -0.587631     -0.036532  0.439978     0.343299  -0.240146     0.064190  -0.360273     -0.156692  -0.159659     0.342819  -0.239819     -0.123629  0.315256     0.678806  -0.442568     -0.222739  0.028531     0.063371  -0.359035     0.678019  -0.445238     0.292994  0.263687
0.568000       0.624384  -0.124511     0.384050  -0.592556     -0.155064  -0.156585     -0.219977  0.029749     0.383921  -0.588546     -0.035119  0.439892     0.343217  -0.240645     0.063355  -0.360385     -0.157122  -0.159043     0.342743  -0.240306     -0.123068  0.315288     0.678185  -0.443566     -0.222476  0.029521     0.062565  -0.359125     0.677328  -0.446222     0.293513  0.263353
0.569000       0.624252  -0.126077     0.382637  -0.593470     -0.155425  -0.156018     -0.219699  0.030670     0.382604  -0.589459     -0.033704  0.439802     0.343133  -0.241146     0.062520  -0.360495     -0.157550  -0.158425     0.342667  -0.240795     -0.122508  0.315321     0.677563  -0.444563     -0.222209  0.030511     0.061759  -0.359214     0.676637  -0.447203     0.294032  0.263019
0.570000       0.624116  -0.127642     0.381220  -0.594380     -0.155786  -0.155451     -0.219420  0.031590     0.381283  -0.590369     -0.032289  0.439708     0.343049  -0.241648     0.061683  -0.360603     -0.157977  -0.157806     0.342589  -0.241286     -0.121947  0.315352     0.676941  -0.445559     -0.221940  0.031500     0.060952  -0.359302     0.675946  -0.448181     0.294553  0.262683
0.571000       0.623976  -0.129208     0.379800  -0.595285     -0.156147  -0.154885     -0.219140  0.032508     0.379959  -0.591277     -0.030873  0.439610     0.342964  -0.242151     0.060846  -0.360710     -0.158402  -0.157185     0.342511  -0.241778     -0.121385  0.315384     0.676317  -0.446554     -0.221666  0.032488     0.060144  -0.359390     0.675253  -0.449157     0.295074  0.262347
0.572000       0.623832  -0.130774     0.378377  -0.596186     -0.156507  -0.154319     -0.218858  0.033425     0.378632  -0.592182     -0.029456  0.439508     0.342878  -0.242656     0.060008  -0.360815     -0.158826  -0.156564     0.342433  -0.242271     -0.120823  0.315415     0.675693  -0.447548     -0.221390  0.033475     0.059337  -0.359476     0.674561  -0.450129     0.295596  0.262010
0.573000       0.623684  -0.132341     0.376951  -0.597081     -0.156867  -0.153754     -0.218574  0.034340     0.377301  -0.593085     -0.028038  0.439402     0.342791  -0.243162     0.059168  -0.360919     -0.159248  -0.155941     0.342354  -0.242766     -0.120260  0.315446     0.675068  -0.448541     -0.221110  0.034460     0.058528  -0.359562     0.673868  -0.451100     0.296119  0.261672
0.574000       0.623531  -0.133909     0.375521  -0.597971     -0.157228  -0.153189     -0.218290  0.035255     0.375967  -0.593985     -0.026620  0.439292     0.342703  -0.243669     0.058328  -0.361021     -0.159669  -0.155317     0.342274  -0.243263     -0.119696  0.315477     0.674442  -0.449533     -0.220827  0.035446     0.057720  -0.359647     0.673174  -0.452067     0.296643  0.261333
0.575000       0.623373  -0.135477     0.374089  -0.598857     -0.157587  -0.152625     -0.218003  0.036169     0.374630  -0.594883     -0.025200  0.439178     0.342614  -0.244178     0.057487  -0.361121     -0.160088  -0.154692     0.342193  -0.243761     -0.119132  0.315507     0.673815  -0.450525     -0.220540  0.036430     0.056911  -0.359730     0.672480  -0.453032     0.297167  0.260994
0.576000       0.623211  -0.137046     0.372653  -0.599738     -0.157947  -0.152061     -0.217715  0.037081     0.373290  -0.595778     -0.023780  0.439060     0.342525  -0.244688     0.056645  -0.361220     -0.160506  -0.154066     0.342112  -0.244260     -0.118567  0.315537     0.673188  -0.451516     -0.220250  0.037413     0.056101  -0.359813     0.671786  -0.453994     0.297692  0.260653
0.577000       0.623044  -0.138615     0.371214  -0.600614     -0.158307  -0.151498     -0.217426  0.037993     0.371946  -0.596671     -0.022359  0.438938     0.342434  -0.245199     0.055802  -0.361317     -0.160922  -0.153439     0.342031  -0.244761     -0.118001  0.315567     0.672559  -0.452505     -0.219956  0.038396     0.055291  -0.359895     0.671091  -0.454954     0.298218  0.260311
0.578000       0.622873  -0.140184     0.369773  -0.601485     -0.158667  -0.150935     -0.217135  0.038903     0.370599  -0.597561     -0.020936  0.438812     0.342343  -0.245711     0.054957  -0.361412     -0.161336  -0.152810     0.341948  -0.245264     -0.117434  0.315596     0.671930  -0.453494     -0.219659  0.039377     0.054480  -0.359976     0.670396  -0.455911     0.298744  0.259967
0.579000       0.622697  -0.141755     0.368328  -0.602351     -0.159027  -0.150373     -0.216842  0.039813     0.369248  -0.598448     -0.019514  0.438682     0.342250  -0.246225     0.054113  -0.361506     -0.161748  -0.152180     0.341865  -0.245768     -0.116868  0.315624     0.671299  -0.454483     -0.219358  0.040357     0.053669  -0.360056     0.669701  -0.456866     0.299271  0.259624
0.580000       0.622516  -0.143326     0.366881  -0.603212     -0.159387  -0.149810     -0.216548  0.040721     0.367894  -0.599333     -0.018091  0.438549     0.342157  -0.246740     0.053267  -0.361598     -0.162159  -0.151549     0.341781  -0.246273     -0.116300  0.315653     0.670668  -0.455470     -0.219054  0.041336     0.052857  -0.360135     0.669006  -0.457818     0.299798  0.259278
0.581000       0.622331  -0.144897     0.365431  -0.604068     -0.159746  -0.149248     -0.216253  0.041629     0.366537  -0.600215     -0.016666  0.438411     0.342062  -0.247257     0.052420  -0.361688     -0.162569  -0.150917     0.341697  -0.246780     -0.115731  0.315681     0.670035  -0.456457     -0.218746  0.042315     0.052044  -0.360214     0.668310  -0.458768     0.300327  0.258931
0.582000       0.622141  -0.146467     0.363978  -0.604919     -0.160106  -0.148686     -0.215955  0.042536     0.365176  -0.601094     -0.015240  0.438268     0.341967  -0.247775     0.051572  -0.361777     -0.162976  -0.150284     0.341611  -0.247288     -0.115162  0.315708     0.669402  -0.457444     -0.218434  0.043292     0.051231  -0.360291     0.667614  -0.459716     0.300856  0.258583
0.583000       0.621945  -0.148039     0.362522  -0.605765     -0.160466  -0.148124     -0.215656  0.043442     0.363811  -0.601971     -0.013814  0.438122     0.341871  -0.248294     0.050723  -0.361863     -0.163382  -0.149649     0.341525  -0.247798     -0.114592  0.315734     0.668768  -0.458429     -0.218119  0.044269     0.050418  -0.360367     0.666918  -0.460661     0.301384  0.258234
0.584000       0.621745  -0.149611     0.361064  -0.606606     -0.160826  -0.147562     -0.215355  0.044347     0.362443  -0.602845     -0.012387  0.437972     0.341773  -0.248814     0.049874  -0.361949     -0.163786  -0.149013     0.341438  -0.248310     -0.114021  0.315760     0.668132  -0.459414     -0.217800  0.045244     0.049603  -0.360443     0.666222  -0.461604     0.301914  0.257883
0.585000       0.621539  -0.151183     0.359603  -0.607442     -0.161186  -0.147001     -0.215053  0.045252     0.361072  -0.603716     -0.010960  0.437818     0.341675  -0.249336     0.049023  -0.362032     -0.164189  -0.148376     0.341351  -0.248823     -0.113449  0.315785     0.667495  -0.460398     -0.217478  0.046218     0.048788  -0.360518     0.665525  -0.462544     0.302444  0.257530
0.586000       0.621329  -0.152754     0.358139  -0.608274     -0.161546  -0.146439     -0.214748  0.046156     0.359697  -0.604584     -0.009531  0.437660     0.341575  -0.249859     0.048172  -0.362114     -0.164589  -0.147738     0.341262  -0.249337     -0.112877  0.315810     0.666858  -0.461382     -0.217151  0.047191     0.047973  -0.360591     0.664829  -0.463483     0.302974  0.257177
0.587000       0.621113  -0.154327     0.356673  -0.609100     -0.161906  -0.145878     -0.214442  0.047059     0.358319  -0.605450     -0.008102  0.437497     0.341475  -0.250383     0.047319  -0.362193     -0.164988  -0.147099     0.341173  -0.249853     -0.112304  0.315834     0.666219  -0.462365     -0.216821  0.048163     0.047157  -0.360664     0.664132  -0.464419     0.303505  0.256822
0.588000       0.620892  -0.155900     0.355204  -0.609921     -0.162267  -0.145316     -0.214134  0.047962     0.356937  -0.606312     -0.006672  0.437331     0.341373  -0.250908     0.046466  -0.362271     -0.165385  -0.146458     0.341083  -0.250371     -0.111730  0.315857     0.665579  -0.463348     -0.216487  0.049135     0.046340  -0.360736     0.663435  -0.465354     0.304036  0.256465
0.589000       0.620665  -0.157472     0.353732  -0.610737     -0.162627  -0.144754     -0.213824  0.048864     0.355552  -0.607172     -0.005241  0.437160     0.341271  -0.251435     0.045612  -0.362348     -0.165780  -0.145817     0.340992  -0.250890     -0.111155  0.315880     0.664938  -0.464330     -0.216150  0.050104     0.045522  -0.360806     0.662738  -0.466286     0.304567  0.256107
0.590000       0.620434  -0.159044     0.352258  -0.611548     -0.162988  -0.144192     -0.213512  0.049766     0.354163  -0.608029     -0.003809  0.436985     0.341167  -0.251963     0.044757  -0.362422     -0.166173  -0.145174     0.340900  -0.251410     -0.110580  0.315902     0.664295  -0.465312     -0.215808  0.051073     0.044704  -0.360876     0.662041  -0.467216     0.305098  0.255747
0.591000       0.620197  -0.160617     0.350782  -0.612354     -0.163349  -0.143630     -0.213198  0.050667     0.352771  -0.608882     -0.002376  0.436806     0.341062  -0.252492     0.043901  -0.362495     -0.166564  -0.144530     0.340807  -0.251932     -0.110004  0.315923     0.663652  -0.466293     -0.215463  0.052040     0.043885  -0.360945     0.661344  -0.468144     0.305630  0.255386
0.592000       0.619954  -0.162189     0.349304  -0.613155     -0.163710  -0.143068     -0.212883  0.051567     0.351374  -0.609733     -0.000943  0.436623     0.340956  -0.253023     0.043044  -0.362565     -0.166954  -0.143885     0.340714  -0.252456     -0.109426  0.315943     0.663007  -0.467273     -0.215114  0.053006     0.043065  -0.361013     0.660647  -0.469070     0.306161  0.255022
0.593000       0.619707  -0.163760     0.347823  -0.613951     -0.164071  -0.142505     -0.212565  0.052468     0.349975  -0.610581     0.000491  0.436436     0.340849  -0.253554     0.042186  -0.362634     -0.167342  -0.143239     0.340619  -0.252981     -0.108848  0.315962     0.662360  -0.468253     -0.214761  0.053971     0.042245  -0.361080     0.659950  -0.469994     0.306693  0.254658
0.594000       0.619453  -0.165332     0.346339  -0.614743     -0.164433  -0.141943     -0.212245  0.053367     0.348572  -0.611426     0.001926  0.436244     0.340741  -0.254087     0.041328  -0.362701     -0.167727  -0.142592     0.340524  -0.253507     -0.108269  0.315981     0.661713  -0.469233     -0.214404  0.054935     0.041423  -0.361146     0.659253  -0.470917     0.307224  0.254292
0.595000       0.619194  -0.166903     0.344854  -0.615529     -0.164795  -0.141380     -0.211923  0.054266     0.347165  -0.612268     0.003362  0.436049     0.340632  -0.254622     0.040468  -0.362766     -0.168111  -0.141943     0.340427  -0.254035     -0.107690  0.315998     0.661064  -0.470212     -0.214043  0.055897     0.040601  -0.361211     0.658556  -0.471837     0.307756  0.253923
0.596000       0.618930  -0.168474     0.343366  -0.616310     -0.165156  -0.140816     -0.211599  0.055165     0.345755  -0.613106     0.004799  0.435849     0.340521  -0.255157     0.039608  -0.362830     -0.168493  -0.141294     0.340330  -0.254565     -0.107110  0.316015     0.660414  -0.471191     -0.213678  0.056858     0.039778  -0.361275     0.657859  -0.472756     0.308287  0.253554
0.597000       0.618660  -0.170044     0.341876  -0.617086     -0.165519  -0.140252     -0.211273  0.056063     0.344341  -0.613942     0.006237  0.435645     0.340410  -0.255694     0.038746  -0.362891     -0.168872  -0.140643     0.340231  -0.255096     -0.106529  0.316031     0.659762  -0.472169     -0.213309  0.057818     0.038955  -0.361338     0.657162  -0.473673     0.308818  0.253182
